InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
116513,S4167,Product 1700,14,2020-12-28,27.37,28217,Australia
116514,S2926,Product 1414,11,2020-04-12,13.5,14514,Netherlands
116515,S2994,Product 1447,10,2019-10-01,46.75,56497,Germany
116516,S1087,Product 3483,5,2020-08-21,13.21,48792,Spain
116517,S4341,Product 4745,12,2020-09-08,44.79,27200,Spain
116518,S2567,Product 1688,15,2020-11-12,27.28,32933,France
116519,S4489,Product 447,13,2019-04-17,5.05,55476,Germany
116520,S0772,Product 3475,8,2019-04-09,41.76,45131,United Kingdom
116521,S3673,Product 97,4,2019-06-21,39.68,22299,France
116522,S3249,Product 2427,13,2020-10-25,41.63,45194,Netherlands
116523,S1670,Product 2718,15,2019-10-13,32.09,41011,Netherlands
116524,S1557,Product 3258,9,2020-03-24,35.72,21049,Spain
116525,S2959,Product 4727,6,2020-07-06,45.4,55919,France
116526,S1152,Product 503,18,2019-03-08,6.82,43662,Netherlands
116527,S1218,Product 4384,9,2020-05-01,4.61,25440,Germany
116528,S2232,Product 4465,6,2020-06-19,6.69,12974,France
116529,S4343,Product 65,7,2019-10-15,43.57,21027,Germany
116530,S3945,Product 4258,12,2020-10-05,28.37,39557,Germany
116531,S2043,Product 662,4,2019-01-01,9.22,49973,Australia
116532,S0706,Product 3490,11,2019-01-21,7.51,12247,Germany
116533,S2670,Product 481,3,2020-01-27,22.55,25631,France
116534,S2114,Product 4663,7,2019-10-29,40.88,10571,France
116535,S2978,Product 3262,2,2019-05-20,40.36,15727,Spain
116536,S4350,Product 406,10,2019-05-09,42.64,25048,France
116537,S4379,Product 4861,3,2020-02-10,38.56,43913,Australia
116538,S0423,Product 3561,17,2019-07-25,3.55,46067,United Kingdom
116539,S2022,Product 3384,11,2020-04-17,36.15,55381,France
116540,S3794,Product 3668,1,2020-10-29,26.19,33135,Australia
116541,S4132,Product 4962,2,2019-07-19,36.46,13345,Spain
116542,S0531,Product 1118,13,2019-03-05,24.47,31763,France
116543,S0091,Product 2438,14,2020-02-28,24.44,32699,United Kingdom
116544,S3373,Product 3483,17,2019-04-11,6.74,20587,France
116545,S1943,Product 3710,2,2020-12-29,45.31,22962,Spain
116546,S3806,Product 3441,17,2019-02-24,19.04,17777,United Kingdom
116547,S1241,Product 742,19,2019-12-09,29.33,38535,Spain
116548,S1759,Product 3240,9,2020-09-11,10.75,24881,Australia
116549,S0098,Product 2922,12,2019-08-17,18.76,12160,Netherlands
116550,S1480,Product 1832,16,2019-02-10,43.59,14260,Germany
116551,S4627,Product 4139,4,2020-12-20,10.88,19696,Spain
116552,S1833,Product 911,11,2019-02-28,10.7,46239,Netherlands
116553,S2586,Product 4013,4,2020-03-27,13.39,50677,France
116554,S3648,Product 4703,2,2020-04-30,28.95,20212,United Kingdom
116555,S0080,Product 1419,10,2019-12-31,26.27,38859,Australia
116556,S4710,Product 4815,9,2020-05-07,9.18,41851,Spain
116557,S2224,Product 4310,17,2020-05-11,34.75,56288,United Kingdom
116558,S2570,Product 4039,12,2019-08-10,45.42,56078,Australia
116559,S1773,Product 3640,4,2019-02-14,10.34,38438,Netherlands
116560,S4519,Product 3446,9,2020-05-25,33.81,46746,Australia
116561,S1124,Product 132,14,2019-03-16,29.53,33154,Australia
116562,S3812,Product 2057,4,2019-02-19,16.78,23369,Spain
116563,S3475,Product 153,2,2019-02-16,31.08,16744,France
116564,S2624,Product 2479,18,2020-04-05,10.89,42839,France
116565,S1404,Product 483,13,2020-09-22,41.78,32149,Australia
116566,S2579,Product 305,10,2020-11-14,1.6,20839,France
116567,S0332,Product 2520,14,2019-02-02,28.57,41443,Germany
116568,S4749,Product 993,9,2019-11-28,16.28,15378,France
116569,S3609,Product 2238,11,2019-10-04,44.13,52856,Germany
116570,S0740,Product 2560,1,2019-06-23,25.22,22089,Spain
116571,S4607,Product 4439,12,2019-08-13,40.22,19238,Spain
116572,S0042,Product 715,17,2020-12-13,46.23,46536,Netherlands
116573,S4981,Product 1710,17,2020-02-19,17.05,20322,Netherlands
116574,S3879,Product 1058,8,2019-03-03,44.08,11664,United Kingdom
116575,S1950,Product 471,17,2019-09-29,36.45,34322,Spain
116576,S3461,Product 3466,13,2019-02-23,5.85,51750,United Kingdom
116577,S2129,Product 741,13,2020-01-28,5.64,24336,Netherlands
116578,S4498,Product 3567,15,2019-10-18,40.96,53374,United Kingdom
116579,S2155,Product 513,18,2020-11-23,23.68,34219,Netherlands
116580,S1238,Product 3394,13,2019-11-22,25.01,17151,Germany
116581,S1767,Product 3286,8,2020-04-17,44.62,53076,Netherlands
116582,S1842,Product 3838,7,2019-11-08,45.24,10594,Spain
116583,S0506,Product 2193,19,2020-03-23,6.08,15004,Spain
116584,S1842,Product 4655,10,2019-06-05,19.0,42733,Germany
116585,S4816,Product 4888,12,2020-12-27,44.81,25128,Germany
116586,S1395,Product 360,2,2019-12-08,41.08,37130,Netherlands
116587,S0257,Product 285,14,2020-01-13,36.19,44029,Spain
116588,S1721,Product 3317,10,2020-03-17,5.55,47148,Netherlands
116589,S1072,Product 3278,17,2019-06-01,31.25,32902,Netherlands
116590,S1623,Product 2632,13,2020-10-21,29.3,45200,Australia
116591,S4993,Product 1758,1,2020-10-28,8.77,53969,Germany
116592,S2067,Product 2775,15,2020-02-07,38.81,41727,Netherlands
116593,S1070,Product 1523,1,2019-12-12,15.94,25137,Netherlands
116594,S0451,Product 1246,15,2019-10-21,31.22,15690,Germany
116595,S0898,Product 1413,15,2020-07-25,18.41,23536,Australia
116596,S4837,Product 4839,14,2019-04-19,4.68,19417,Germany
116597,S3729,Product 1417,13,2019-04-01,26.48,47073,France
116598,S0082,Product 358,2,2019-03-15,15.68,25381,Netherlands
116599,S0737,Product 3466,8,2019-10-07,4.03,25028,Australia
116600,S4175,Product 4136,9,2020-03-15,10.33,42244,France
116601,S3945,Product 2950,19,2020-11-22,31.13,50478,Australia
116602,S2208,Product 3142,19,2019-08-17,5.52,47185,Australia
116603,S3949,Product 2877,9,2020-07-06,4.83,24550,Germany
116604,S2003,Product 4554,7,2019-07-13,47.23,48146,Australia
116605,S1692,Product 197,14,2019-12-20,5.82,13757,Spain
116606,S1180,Product 1875,2,2019-04-24,19.11,37000,France
116607,S2936,Product 938,12,2019-01-28,7.1,42599,United Kingdom
116608,S2516,Product 2195,11,2019-04-16,46.99,35816,United Kingdom
116609,S4949,Product 3531,17,2020-12-28,24.32,29624,Australia
116610,S0462,Product 4126,2,2019-12-26,6.0,38221,France
116611,S2902,Product 390,12,2019-08-02,38.56,23701,United Kingdom
116612,S0117,Product 2927,15,2020-03-17,39.15,23764,Spain
116613,S1655,Product 347,8,2019-06-14,45.11,31937,Netherlands
116614,S4562,Product 2845,8,2020-01-21,35.43,32950,Spain
116615,S1799,Product 119,18,2020-03-16,3.21,18143,United Kingdom
116616,S0660,Product 4616,14,2019-08-03,27.74,10938,Australia
116617,S3238,Product 1239,10,2020-04-05,19.51,43108,Netherlands
116618,S2123,Product 2781,4,2020-08-13,37.55,47242,United Kingdom
116619,S3820,Product 2128,16,2019-10-28,29.75,20023,France
116620,S3344,Product 2467,16,2019-02-22,36.4,17556,Spain
116621,S2551,Product 584,17,2019-03-18,9.43,39920,Netherlands
116622,S4891,Product 2760,9,2020-04-12,22.14,25938,Germany
116623,S1587,Product 1709,11,2019-01-07,21.89,55372,Spain
116624,S4683,Product 2705,13,2020-01-11,49.06,14608,Germany
116625,S2748,Product 4838,1,2020-04-05,1.45,26190,France
116626,S0635,Product 672,7,2020-02-27,40.89,16473,Australia
116627,S2883,Product 1772,11,2020-08-02,5.31,54303,United Kingdom
116628,S2812,Product 1686,3,2020-11-16,4.48,20219,France
116629,S4454,Product 2078,2,2019-08-07,16.74,14123,Germany
116630,S4016,Product 2486,14,2019-08-12,35.19,48746,Netherlands
116631,S2740,Product 1697,10,2020-05-28,34.08,48453,France
116632,S1885,Product 3602,17,2019-05-23,31.58,16774,United Kingdom
116633,S1519,Product 4159,8,2020-05-31,38.84,14490,Netherlands
116634,S0622,Product 1454,15,2019-09-16,12.0,23012,Netherlands
116635,S4578,Product 3207,6,2020-10-17,31.88,18484,United Kingdom
116636,S1538,Product 4253,2,2020-07-14,32.08,41141,Netherlands
116637,S2338,Product 2991,15,2020-10-07,32.89,52232,Australia
116638,S1995,Product 4873,16,2019-06-15,29.93,54449,Australia
116639,S2071,Product 2302,2,2020-08-20,11.47,50597,Spain
116640,S4902,Product 3259,14,2020-07-29,45.76,10969,Netherlands
116641,S4931,Product 1351,1,2020-04-13,48.81,52934,Germany
116642,S2366,Product 4102,9,2020-09-28,34.61,54675,Spain
116643,S2846,Product 3950,17,2019-02-17,22.48,44436,France
116644,S3039,Product 1280,14,2019-10-06,27.09,38118,Netherlands
116645,S0855,Product 821,10,2019-10-01,5.86,28686,United Kingdom
116646,S2729,Product 1344,13,2019-05-25,18.49,13279,Spain
116647,S0916,Product 2296,13,2019-08-17,48.82,27591,Netherlands
116648,S4939,Product 4,19,2020-06-26,27.61,18594,Germany
116649,S0132,Product 2561,8,2019-11-12,28.25,43806,Australia
116650,S1117,Product 2554,7,2019-03-14,47.72,28738,Netherlands
116651,S3594,Product 31,17,2019-03-27,44.37,15272,Netherlands
116652,S0861,Product 1653,8,2019-12-28,28.65,55259,Spain
116653,S0294,Product 1299,4,2019-01-18,13.82,35568,Australia
116654,S2689,Product 4805,7,2019-10-01,6.29,54393,Germany
116655,S1000,Product 886,17,2019-03-24,43.25,25431,Netherlands
116656,S2297,Product 1201,5,2019-12-31,46.04,34244,Spain
116657,S3686,Product 3359,4,2019-04-12,24.97,38738,United Kingdom
116658,S0287,Product 1980,19,2019-07-10,5.18,13243,Netherlands
116659,S0450,Product 4844,1,2019-10-14,30.51,10805,France
116660,S2339,Product 4039,10,2019-10-12,18.69,39372,United Kingdom
116661,S3241,Product 2127,6,2019-04-07,8.31,39252,Netherlands
116662,S2704,Product 2291,12,2020-12-23,46.0,30582,United Kingdom
116663,S3117,Product 3895,17,2019-09-12,12.35,18942,France
116664,S4572,Product 4597,5,2020-08-14,35.7,21295,United Kingdom
116665,S0253,Product 205,9,2019-06-28,21.75,30219,Netherlands
116666,S1420,Product 1484,9,2020-06-27,41.48,46378,Australia
116667,S2337,Product 2771,5,2019-09-20,35.19,11492,France
116668,S1236,Product 4429,19,2020-10-13,6.6,17457,Australia
116669,S1000,Product 2651,11,2020-11-29,22.76,48209,Australia
116670,S3761,Product 4262,12,2019-12-14,13.36,23428,Australia
116671,S4117,Product 2209,5,2019-01-14,35.82,35396,Australia
116672,S4412,Product 6,8,2019-11-23,27.46,53678,Germany
116673,S2612,Product 532,17,2020-06-12,17.34,30279,Spain
116674,S1447,Product 2093,8,2020-10-24,16.81,35161,Spain
116675,S2171,Product 4553,2,2020-08-11,6.17,39080,Netherlands
116676,S2922,Product 227,18,2019-01-20,11.08,45541,Spain
116677,S3684,Product 2100,19,2020-05-20,35.82,58690,Spain
116678,S2262,Product 4567,10,2019-09-08,30.69,59312,Netherlands
116679,S1946,Product 897,7,2020-10-06,18.1,35524,Netherlands
116680,S4935,Product 1321,9,2019-05-14,41.89,34400,United Kingdom
116681,S1854,Product 2662,12,2020-10-04,24.48,13541,Spain
116682,S0600,Product 2560,12,2019-06-30,39.82,33506,Australia
116683,S4888,Product 1665,5,2019-05-11,39.17,44492,United Kingdom
116684,S4136,Product 1526,11,2020-01-27,42.48,24242,Spain
116685,S3404,Product 3751,17,2019-03-12,42.56,46075,Spain
116686,S2991,Product 3655,15,2019-02-19,34.11,10594,Germany
116687,S4744,Product 2568,11,2019-04-20,37.6,54826,Spain
116688,S4278,Product 4770,15,2020-08-05,38.96,22426,Netherlands
116689,S4361,Product 1097,16,2019-03-16,8.87,49145,Spain
116690,S2819,Product 3099,19,2019-01-21,15.36,31019,France
116691,S0863,Product 3241,12,2020-02-08,5.66,55858,Australia
116692,S4528,Product 2823,3,2020-08-27,9.87,58401,Germany
116693,S4056,Product 2928,8,2020-03-08,39.03,34708,United Kingdom
116694,S1220,Product 4994,11,2020-04-08,47.38,58517,Spain
116695,S3796,Product 3615,1,2020-04-02,33.84,42597,Spain
116696,S4605,Product 848,4,2019-10-21,44.36,41389,United Kingdom
116697,S4543,Product 3617,6,2019-10-16,16.24,53345,Germany
116698,S0528,Product 2705,10,2020-09-25,42.37,52476,United Kingdom
116699,S2923,Product 3894,15,2020-07-24,17.27,56912,Spain
116700,S3205,Product 3382,8,2020-01-27,44.76,11385,United Kingdom
116701,S1163,Product 3072,14,2020-03-29,40.0,25535,United Kingdom
116702,S4765,Product 2995,2,2019-12-09,49.19,55679,Spain
116703,S3565,Product 4743,6,2020-11-18,41.45,34144,Germany
116704,S0847,Product 4534,3,2020-09-09,20.21,41943,Netherlands
116705,S2118,Product 1501,2,2020-12-07,5.95,18465,Germany
116706,S3087,Product 2443,14,2020-07-03,43.78,58288,Netherlands
116707,S1771,Product 1726,18,2019-02-03,28.77,56685,Spain
116708,S3284,Product 1566,15,2019-05-12,42.98,47384,Spain
116709,S1826,Product 1744,4,2019-12-30,19.66,28099,Netherlands
116710,S3324,Product 326,16,2019-11-29,1.93,13082,Spain
116711,S0446,Product 4418,12,2019-03-24,3.09,29907,Spain
116712,S1026,Product 2231,17,2019-11-11,33.69,34065,Netherlands
116713,S1772,Product 2667,1,2020-01-17,6.17,37418,United Kingdom
116714,S1360,Product 1210,9,2019-01-08,37.4,17569,Australia
116715,S0019,Product 4362,12,2020-03-20,21.26,12404,Germany
116716,S0561,Product 842,5,2019-04-23,28.37,20913,Germany
116717,S0472,Product 4425,17,2020-09-07,40.16,26821,France
116718,S0028,Product 3902,3,2019-11-02,13.03,51994,Spain
116719,S0560,Product 3437,6,2019-03-25,20.94,49158,United Kingdom
116720,S2656,Product 4779,3,2019-05-24,36.61,11473,United Kingdom
116721,S3237,Product 2072,6,2019-07-09,45.96,55342,Spain
116722,S4554,Product 1285,13,2019-02-25,14.87,51899,Germany
116723,S0945,Product 1379,19,2020-02-16,31.32,38727,France
116724,S3949,Product 2659,15,2020-12-14,47.59,10344,France
116725,S3657,Product 3562,7,2020-09-12,32.62,17401,France
116726,S4964,Product 1888,13,2019-01-21,44.69,10146,Netherlands
116727,S3064,Product 4013,2,2020-09-21,47.02,53295,Australia
116728,S1980,Product 1979,19,2020-09-04,46.5,39091,Netherlands
116729,S2717,Product 4728,19,2019-10-27,38.04,31062,Spain
116730,S4922,Product 4417,3,2020-07-06,27.83,46493,France
116731,S0816,Product 4299,3,2019-10-18,5.29,41404,United Kingdom
116732,S2327,Product 3162,6,2019-02-25,11.52,34832,Netherlands
116733,S2331,Product 2225,13,2019-04-29,13.16,21443,Netherlands
116734,S1003,Product 4723,14,2020-04-13,2.15,33713,Spain
116735,S1543,Product 2080,6,2020-02-05,5.55,50847,Australia
116736,S4205,Product 4823,9,2019-11-15,15.09,13934,Netherlands
116737,S1230,Product 954,10,2020-12-14,4.99,54673,Spain
116738,S3306,Product 2868,16,2019-02-03,8.89,28621,United Kingdom
116739,S2530,Product 2291,15,2020-09-30,3.19,39515,Spain
116740,S1431,Product 70,12,2020-03-30,21.12,57502,France
116741,S3913,Product 1095,13,2020-11-02,41.16,58591,Netherlands
116742,S1533,Product 4254,18,2019-09-10,40.71,41503,Germany
116743,S1893,Product 549,2,2020-06-05,45.29,17067,Spain
116744,S3125,Product 1840,14,2020-09-11,37.41,21909,United Kingdom
116745,S1422,Product 1952,17,2020-03-15,12.6,16938,France
116746,S0391,Product 1059,1,2020-05-10,35.27,19936,Spain
116747,S2819,Product 3552,11,2019-02-04,37.81,54938,France
116748,S1870,Product 2508,14,2020-06-28,27.38,39324,United Kingdom
116749,S2961,Product 3908,12,2019-01-25,40.45,51548,France
116750,S1196,Product 4982,14,2019-06-24,4.03,47191,United Kingdom
116751,S2606,Product 3491,17,2020-06-06,29.94,50984,Netherlands
116752,S0858,Product 4607,12,2020-06-29,24.25,34187,France
116753,S3228,Product 4464,6,2019-06-13,40.36,24890,Germany
116754,S1517,Product 2960,9,2020-02-05,6.83,25659,Germany
116755,S1154,Product 883,12,2020-06-07,11.02,12003,Germany
116756,S0843,Product 2626,17,2019-07-27,28.16,49379,Spain
116757,S1683,Product 4765,16,2020-08-31,47.39,26681,Netherlands
116758,S0295,Product 2154,2,2019-04-29,4.62,39594,Netherlands
116759,S0645,Product 4762,18,2019-10-09,37.3,29087,United Kingdom
116760,S3634,Product 3567,16,2019-09-26,10.67,16519,United Kingdom
116761,S2136,Product 260,10,2020-12-22,5.72,52511,Spain
116762,S0111,Product 1509,19,2020-12-25,20.04,41789,Australia
116763,S0584,Product 313,4,2020-09-14,29.36,25875,Australia
116764,S3226,Product 2679,7,2020-05-09,41.44,13586,France
116765,S1487,Product 1845,16,2019-08-03,31.92,14445,Spain
116766,S4865,Product 2585,19,2020-11-06,24.84,38946,Germany
116767,S1649,Product 4015,5,2020-12-09,14.64,37932,Netherlands
116768,S2382,Product 3252,5,2019-12-25,14.98,28933,United Kingdom
116769,S0106,Product 1534,7,2019-06-22,38.64,53888,Australia
116770,S3554,Product 4770,17,2019-12-01,6.15,15355,Australia
116771,S1695,Product 1424,1,2020-04-16,7.75,56656,United Kingdom
116772,S1734,Product 2021,3,2020-08-17,36.13,14372,Netherlands
116773,S0382,Product 1692,16,2020-05-20,48.07,39408,Australia
116774,S2737,Product 1729,2,2019-12-11,6.45,59334,Germany
116775,S4357,Product 328,1,2019-04-24,30.67,26906,Germany
116776,S1317,Product 1589,7,2020-04-05,12.34,26994,Germany
116777,S2703,Product 3754,10,2020-12-28,1.78,56499,Netherlands
116778,S4916,Product 2895,3,2019-08-19,41.7,14134,Spain
116779,S4075,Product 98,18,2020-08-01,25.68,35137,Germany
116780,S4805,Product 4755,3,2020-08-10,1.68,29227,Spain
116781,S0907,Product 2348,7,2020-04-29,44.82,12067,Australia
116782,S0663,Product 1098,15,2020-07-31,27.02,44470,France
116783,S0463,Product 4735,1,2020-10-21,36.98,39162,United Kingdom
116784,S2903,Product 85,19,2019-02-09,21.46,23720,Spain
116785,S4681,Product 1278,5,2019-02-03,9.65,44686,Australia
116786,S0943,Product 2712,7,2020-10-23,23.55,24076,France
116787,S0158,Product 519,11,2019-05-23,14.74,41917,Netherlands
116788,S3310,Product 3524,1,2020-08-31,15.19,28119,France
116789,S1327,Product 184,2,2020-12-06,32.37,26159,France
116790,S2718,Product 973,14,2019-06-12,5.16,34510,United Kingdom
116791,S2669,Product 3386,10,2019-04-08,20.15,59363,France
116792,S2569,Product 2389,3,2019-04-01,27.56,12927,Australia
116793,S3393,Product 4323,14,2020-11-01,35.64,49793,France
116794,S2107,Product 4933,5,2019-06-30,31.83,31803,United Kingdom
116795,S4800,Product 3828,17,2020-12-30,44.37,29368,Netherlands
116796,S0648,Product 2312,7,2019-12-10,49.62,16739,Germany
116797,S3323,Product 2498,1,2020-11-27,46.9,52232,Spain
116798,S2939,Product 3480,11,2019-03-06,38.33,33560,Spain
116799,S2484,Product 4266,6,2019-08-31,34.46,51332,France
116800,S4242,Product 566,16,2020-11-08,2.25,26844,Germany
116801,S2907,Product 1936,14,2019-12-25,26.91,11061,Germany
116802,S3026,Product 827,17,2020-12-26,33.35,12171,France
116803,S1376,Product 4702,15,2020-10-11,20.94,13933,Spain
116804,S1824,Product 3118,14,2020-07-11,19.55,30004,Spain
116805,S0245,Product 350,7,2019-10-10,27.36,44089,Australia
116806,S2349,Product 99,10,2019-05-05,45.38,37798,Australia
116807,S0868,Product 1770,19,2020-07-07,13.42,15194,Germany
116808,S2862,Product 1805,7,2020-05-28,20.25,22278,Germany
116809,S0480,Product 1061,15,2020-11-28,32.83,15775,France
116810,S2463,Product 3510,14,2019-10-02,9.71,56555,Spain
116811,S1936,Product 3057,15,2019-09-01,41.83,18060,Spain
116812,S3374,Product 4171,19,2020-10-12,33.47,46465,France
116813,S3022,Product 2106,16,2020-05-09,17.94,52087,France
116814,S3193,Product 3091,2,2020-02-02,36.25,21418,Netherlands
116815,S0088,Product 402,2,2019-11-09,14.33,56537,Germany
116816,S1241,Product 188,1,2020-05-09,38.84,29245,Germany
116817,S0573,Product 3985,16,2019-02-13,4.0,32035,Germany
116818,S0814,Product 139,19,2019-08-21,21.62,52330,United Kingdom
116819,S0179,Product 143,4,2020-06-13,13.45,35429,United Kingdom
116820,S1726,Product 4204,3,2019-10-12,40.93,25788,Australia
116821,S0163,Product 221,11,2019-01-30,37.76,28719,France
116822,S2641,Product 4241,17,2020-05-29,42.17,17455,Netherlands
116823,S1006,Product 4606,5,2020-06-27,32.75,49542,United Kingdom
116824,S2349,Product 2424,9,2020-11-19,39.87,30656,Germany
116825,S2422,Product 4101,1,2020-12-27,22.22,54005,Netherlands
116826,S2756,Product 4029,9,2019-11-12,34.06,59454,Spain
116827,S4299,Product 388,4,2019-04-08,2.04,37687,France
116828,S4143,Product 3839,16,2020-03-05,44.1,24340,United Kingdom
116829,S4559,Product 3032,15,2020-05-03,34.4,13175,Australia
116830,S3742,Product 560,10,2019-12-02,43.37,58629,Netherlands
116831,S4504,Product 1840,5,2020-11-20,38.66,35352,United Kingdom
116832,S1218,Product 3235,16,2020-01-25,14.68,39126,Australia
116833,S2475,Product 1772,6,2020-08-14,14.01,20897,United Kingdom
116834,S0930,Product 365,16,2019-12-24,40.08,44733,France
116835,S0317,Product 417,4,2019-05-28,9.64,38391,United Kingdom
116836,S1503,Product 1636,15,2019-02-18,5.98,37648,France
116837,S0421,Product 2069,3,2019-06-03,1.24,23552,France
116838,S4359,Product 517,19,2019-09-13,15.27,46217,Spain
116839,S1450,Product 4032,9,2019-06-25,5.41,13789,Germany
116840,S0428,Product 1221,5,2020-10-07,40.18,10727,Spain
116841,S0397,Product 661,16,2020-07-18,24.48,12553,United Kingdom
116842,S0796,Product 3417,3,2020-03-18,13.0,11744,Spain
116843,S0107,Product 330,8,2020-09-17,30.3,29024,Netherlands
116844,S4050,Product 378,14,2019-12-02,3.98,32763,Spain
116845,S0098,Product 3283,3,2020-06-28,36.44,23844,Spain
116846,S1904,Product 160,16,2019-01-12,25.32,46207,Spain
116847,S3571,Product 4754,7,2020-04-06,0.82,41522,France
116848,S3302,Product 1264,9,2019-10-22,16.3,43977,Australia
116849,S0043,Product 4175,3,2019-09-01,37.63,48777,Germany
116850,S1578,Product 2200,8,2019-05-10,9.81,44529,Spain
116851,S4191,Product 2565,12,2019-11-29,48.11,32732,Spain
116852,S4284,Product 2431,17,2019-06-21,44.88,32669,Germany
116853,S0385,Product 4789,14,2020-09-01,39.02,48467,Australia
116854,S4915,Product 2038,16,2020-01-28,4.39,30861,Spain
116855,S3472,Product 2400,19,2020-02-19,18.01,44775,Germany
116856,S3578,Product 1225,4,2019-12-01,15.26,53141,Australia
116857,S3239,Product 1989,3,2019-05-12,7.31,24739,Spain
116858,S1697,Product 866,13,2020-07-28,49.98,12911,Spain
116859,S2135,Product 391,9,2020-11-16,7.79,42278,Australia
116860,S3893,Product 1409,13,2019-06-09,16.11,44829,Netherlands
116861,S2537,Product 4916,12,2019-12-03,44.07,17509,Netherlands
116862,S4322,Product 4031,15,2020-01-24,7.65,34272,Netherlands
116863,S2393,Product 4436,3,2020-05-07,23.74,50754,France
116864,S4614,Product 1555,3,2020-02-27,48.8,13841,United Kingdom
116865,S3816,Product 4048,2,2019-09-26,12.74,12786,Netherlands
116866,S0296,Product 132,6,2020-03-27,35.3,25459,United Kingdom
116867,S0414,Product 3680,16,2019-09-08,4.46,53697,Germany
116868,S1996,Product 3077,18,2020-09-30,30.24,28573,United Kingdom
116869,S0004,Product 4473,9,2019-11-09,17.28,47395,Germany
116870,S0178,Product 4736,3,2020-04-27,35.13,20459,United Kingdom
116871,S0746,Product 1522,16,2019-12-26,21.93,51272,Germany
116872,S4355,Product 3270,4,2019-10-07,15.3,49160,Netherlands
116873,S0652,Product 441,14,2019-01-09,27.53,59328,Netherlands
116874,S3890,Product 1742,4,2019-01-07,7.41,11771,Australia
116875,S3272,Product 1204,18,2019-04-11,40.81,37586,Netherlands
116876,S2483,Product 241,18,2019-12-22,37.66,45972,Germany
116877,S0290,Product 3392,18,2019-05-11,27.48,56004,France
116878,S0803,Product 3722,3,2020-08-06,18.67,48835,United Kingdom
116879,S2531,Product 4119,7,2019-01-04,45.8,44618,Germany
116880,S0234,Product 1204,13,2019-06-19,31.91,35652,Netherlands
116881,S0408,Product 1888,7,2019-05-10,14.6,49182,United Kingdom
116882,S0694,Product 4271,13,2020-09-07,40.43,45665,Netherlands
116883,S1170,Product 198,4,2020-06-01,31.93,30227,France
116884,S4658,Product 3526,16,2020-07-22,6.79,25777,Spain
116885,S2478,Product 4195,15,2020-08-20,6.15,13820,Australia
116886,S0432,Product 745,13,2020-10-04,46.94,44004,Netherlands
116887,S2545,Product 453,10,2020-06-12,14.75,46561,Spain
116888,S0983,Product 3263,10,2019-11-26,33.34,29251,France
116889,S3161,Product 3022,5,2019-03-29,2.3,22451,Spain
116890,S3045,Product 499,4,2019-08-27,28.05,21874,Netherlands
116891,S4993,Product 3688,19,2019-12-26,11.94,25033,Australia
116892,S3925,Product 3263,15,2019-02-08,7.41,36849,France
116893,S3313,Product 141,9,2020-10-29,38.79,34493,United Kingdom
116894,S4874,Product 1715,16,2020-05-24,40.57,55476,Spain
116895,S4319,Product 2821,4,2019-04-04,35.9,46545,Spain
116896,S1689,Product 2223,11,2020-08-26,1.05,54456,Germany
116897,S0468,Product 2468,17,2020-01-23,14.6,38495,Netherlands
116898,S2617,Product 676,1,2020-01-22,18.37,14507,Netherlands
116899,S1346,Product 3506,9,2020-01-16,34.7,58437,Spain
116900,S2423,Product 3603,12,2019-04-07,37.9,19373,Spain
116901,S4508,Product 918,12,2019-01-16,31.58,40238,Spain
116902,S4722,Product 1823,10,2020-07-11,39.56,36597,Netherlands
116903,S1012,Product 3823,9,2019-08-10,21.65,56178,Germany
116904,S1678,Product 2604,16,2019-07-02,27.32,23254,Spain
116905,S3698,Product 4804,13,2020-11-06,3.68,31329,Netherlands
116906,S4898,Product 1731,3,2020-08-29,21.64,36543,Netherlands
116907,S4067,Product 3429,18,2020-07-01,21.92,57289,Germany
116908,S1893,Product 4657,4,2019-06-13,30.77,16228,Australia
116909,S2870,Product 4155,19,2019-06-24,19.21,39279,Australia
116910,S4351,Product 3719,13,2020-01-29,12.3,11615,Germany
116911,S1487,Product 1625,13,2019-01-28,12.26,48161,Germany
116912,S3340,Product 1807,12,2020-11-06,7.13,52977,United Kingdom
116913,S1417,Product 4359,1,2019-10-15,35.2,44581,United Kingdom
116914,S4858,Product 1455,2,2020-09-13,31.32,18474,Australia
116915,S2847,Product 354,3,2020-06-08,29.17,41819,Spain
116916,S1358,Product 2934,13,2020-11-04,26.79,22264,Netherlands
116917,S4061,Product 941,12,2020-03-22,18.69,35835,Germany
116918,S4661,Product 3946,16,2019-03-06,38.55,56012,United Kingdom
116919,S1392,Product 4143,14,2020-12-20,46.14,35831,Spain
116920,S1579,Product 4849,14,2020-04-19,22.28,37465,Netherlands
116921,S3750,Product 230,17,2020-10-23,20.75,14259,Germany
116922,S3626,Product 3483,5,2020-11-01,8.56,42198,United Kingdom
116923,S2504,Product 4853,6,2020-03-07,33.7,33410,United Kingdom
116924,S3138,Product 4858,10,2019-05-30,28.13,42898,Netherlands
116925,S2910,Product 238,9,2019-11-07,49.41,43867,Australia
116926,S2665,Product 3773,7,2020-11-10,29.42,19439,United Kingdom
116927,S0400,Product 4174,4,2019-05-12,14.79,32078,Netherlands
116928,S4383,Product 2782,7,2020-08-15,28.37,12418,Germany
116929,S3958,Product 2607,11,2020-09-16,49.24,26733,Netherlands
116930,S2234,Product 1985,6,2019-05-10,36.31,47769,Germany
